"Id","StationID","BoilerID","PeriodType","PeriodValue","KPD","Production","Consumption"
34,24,"02Б",0,5,"91.66204918028666","3869.231","636.4298"
35,24,"04А",0,5,"90.98472093991644","4086.553","677.7028"
36,24,"04Б",0,5,"91.21099857635377","3925.816","651.2854"
37,24,"06А",0,5,"91.7997126082463","3333.113","578.2184"
38,24,"06Б",0,5,"90.15879180927821","4275.638","705.4127999999998"
39,24,"08А",0,5,"93.9018871124147","4355.313","700.8264000000001"
40,24,"08Б",0,5,"92.26034511953137","4295.893","705.4466"
41,24,"09А",0,5,"89.29025977354536","3649.874","578.4646"
42,24,"09Б",0,5,"90.06551597573424","4075.139","625.4736"
43,24,"10А",0,5,"90.97803928365829","4235.718","655.5754000000001"
